"","subject","activity","variable","average"
"1213","20","LAYING","fBodyAccJerk-meanFreq()-Y",-0.270189613514551
"1214","24","LAYING","fBodyAccJerk-meanFreq()-Y",-0.23113163252252
"1215","1","WALKING","fBodyAccJerk-meanFreq()-Y",-0.21527915818415
"1216","3","WALKING","fBodyAccJerk-meanFreq()-Y",-0.236874240885924
"1217","5","WALKING","fBodyAccJerk-meanFreq()-Y",-0.27429092242043
"1218","6","WALKING","fBodyAccJerk-meanFreq()-Y",-0.269652390936441
"1219","6","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.400274190841573
"1220","7","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.239501714015909
"1221","8","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.169061574411388
"1222","11","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.242572597206013
"1223","14","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.127279921607595
"1224","14","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.363010957721312
"1225","15","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.197408729697561
"1226","16","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.194511969031749
"1227","17","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",0.088375064625625
"1228","17","SITTING","fBodyAccJerk-meanFreq()-Y",-0.199136237109531
"1229","19","SITTING","fBodyAccJerk-meanFreq()-Y",-0.160787596137611
"1230","21","SITTING","fBodyAccJerk-meanFreq()-Y",-0.161814485722304
"1231","22","SITTING","fBodyAccJerk-meanFreq()-Y",-0.165402424496465
"1232","22","STANDING","fBodyAccJerk-meanFreq()-Y",-0.19938838128374
"1233","23","STANDING","fBodyAccJerk-meanFreq()-Y",-0.124670179855
"1234","25","STANDING","fBodyAccJerk-meanFreq()-Y",-0.347751351072054
"1235","26","STANDING","fBodyAccJerk-meanFreq()-Y",-0.168914575347832
"1236","27","STANDING","fBodyAccJerk-meanFreq()-Y",0.00676465025
"1237","27","LAYING","fBodyAccJerk-meanFreq()-Y",-0.148034757114094
"1238","28","LAYING","fBodyAccJerk-meanFreq()-Y",-0.277563092237149
"1239","29","LAYING","fBodyAccJerk-meanFreq()-Y",-0.0815611305061628
"1240","30","LAYING","fBodyAccJerk-meanFreq()-Y",-0.294148321077076
"1241","2","WALKING","fBodyAccJerk-meanFreq()-Z",-0.0942651868218543
"1242","4","WALKING","fBodyAccJerk-meanFreq()-Z",-0.0764758920417526
"1243","4","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.164332976294309
"1244","9","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.290292303180208
"1245","10","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",0.136230998733333
"1246","10","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0208108510961538
"1247","12","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0947475274123656
"1248","12","SITTING","fBodyAccJerk-meanFreq()-Z",-0.101473479845821
"1249","13","SITTING","fBodyAccJerk-meanFreq()-Z",-0.120605488176024
"1250","18","SITTING","fBodyAccJerk-meanFreq()-Z",-0.0223105555233333
"1251","18","STANDING","fBodyAccJerk-meanFreq()-Z",-0.132301055121856
"1252","20","STANDING","fBodyAccJerk-meanFreq()-Z",-0.175868678319849
"1253","20","LAYING","fBodyAccJerk-meanFreq()-Z",-0.171111060928654
"1254","24","LAYING","fBodyAccJerk-meanFreq()-Z",-0.13977119240315
"1255","1","WALKING","fBodyAccJerk-meanFreq()-Z",-0.0964496376997118
"1256","3","WALKING","fBodyAccJerk-meanFreq()-Z",-0.193657539305073
"1257","5","WALKING","fBodyAccJerk-meanFreq()-Z",-0.163706246351656
"1258","6","WALKING","fBodyAccJerk-meanFreq()-Z",-0.113908219869915
"1259","6","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0656116522338202
"1260","7","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.220260861049059
"1261","8","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0826086104950178
"1262","11","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0992296316156962
"1263","14","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0370931001316456
"1264","14","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.304637150325
"1265","15","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.0737834470521342
"1266","16","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.170592442202459
"1267","17","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",0.101435515354167
"1268","17","SITTING","fBodyAccJerk-meanFreq()-Z",-0.201957867699438
"1269","19","SITTING","fBodyAccJerk-meanFreq()-Z",0.00225579910068611
"1270","21","SITTING","fBodyAccJerk-meanFreq()-Z",-0.112817222676985
"1271","22","SITTING","fBodyAccJerk-meanFreq()-Z",-0.0253937444080808
"1272","22","STANDING","fBodyAccJerk-meanFreq()-Z",-0.0811784149772358
"1273","23","STANDING","fBodyAccJerk-meanFreq()-Z",-0.112528879362903
"1274","25","STANDING","fBodyAccJerk-meanFreq()-Z",-0.235707422494548
"1275","26","STANDING","fBodyAccJerk-meanFreq()-Z",-0.0850462848380867
"1276","27","STANDING","fBodyAccJerk-meanFreq()-Z",0.0872136405679488
"1277","27","LAYING","fBodyAccJerk-meanFreq()-Z",-0.108827197161409
"1278","28","LAYING","fBodyAccJerk-meanFreq()-Z",-0.126061027159817
"1279","29","LAYING","fBodyAccJerk-meanFreq()-Z",-0.00952646181569768
"1280","30","LAYING","fBodyAccJerk-meanFreq()-Z",-0.168604693962381
"1281","2","WALKING","fBodyGyro-mean()-X",-0.638717694593046
"1282","4","WALKING","fBodyGyro-mean()-X",-0.70809700327835
"1283","4","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.537445270313821
"1284","9","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.639863219559027
"1285","10","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.9661191675
"1286","10","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.531727937426966
"1287","12","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.71569500327957
"1288","12","SITTING","fBodyGyro-mean()-X",-0.585669505506716
"1289","13","SITTING","fBodyGyro-mean()-X",-0.65864242140581
"1290","18","SITTING","fBodyGyro-mean()-X",-0.953668505666666
"1291","18","STANDING","fBodyGyro-mean()-X",-0.772855463736527
"1292","20","STANDING","fBodyGyro-mean()-X",-0.663525228784344
"1293","20","LAYING","fBodyGyro-mean()-X",-0.579382474189103
"1294","24","LAYING","fBodyGyro-mean()-X",-0.722607377748032
"1295","1","WALKING","fBodyGyro-mean()-X",-0.623219182311528
"1296","3","WALKING","fBodyGyro-mean()-X",-0.642097719778592
"1297","5","WALKING","fBodyGyro-mean()-X",-0.632239300829802
"1298","6","WALKING","fBodyGyro-mean()-X",-0.710060816508474
"1299","6","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.0788327637831461
"1300","7","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.643767578493507
"1301","8","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.601382421248398
"1302","11","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.709949332117088
"1303","14","WALKING_UPSTAIRS","fBodyGyro-mean()-X",-0.969864989620253
"1304","14","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.6115221855
"1305","15","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.664354428856403
"1306","16","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.789780147036612
"1307","17","WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.985134202708334
"1308","17","SITTING","fBodyGyro-mean()-X",-0.690246842451562
"1309","19","SITTING","fBodyGyro-mean()-X",-0.553089575942778
"1310","21","SITTING","fBodyGyro-mean()-X",-0.752040828651961
"1311","22","SITTING","fBodyGyro-mean()-X",-0.700048715979798
"1312","22","STANDING","fBodyGyro-mean()-X",-0.54222877499187
"1313","23","STANDING","fBodyGyro-mean()-X",-0.685136501518817
"1314","25","STANDING","fBodyGyro-mean()-X",-0.672197763601467
"1315","26","STANDING","fBodyGyro-mean()-X",-0.703109561068878
"1316","27","STANDING","fBodyGyro-mean()-X",-0.986118446282051
"1317","27","LAYING","fBodyGyro-mean()-X",-0.711546673275168
"1318","28","LAYING","fBodyGyro-mean()-X",-0.674356656020942
"1319","29","LAYING","fBodyGyro-mean()-X",-0.685747413486628
"1320","30","LAYING","fBodyGyro-mean()-X",-0.66741823669269
"1321","2","WALKING","fBodyGyro-mean()-Y",-0.722068978635762
"1322","4","WALKING","fBodyGyro-mean()-Y",-0.851859241237113
"1323","4","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.799459630325204
"1324","9","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.683924287600695
"1325","10","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.976870853
"1326","10","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.564114631944444
"1327","12","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.771175710268817
"1328","12","SITTING","fBodyGyro-mean()-Y",-0.708184516268657
"1329","13","SITTING","fBodyGyro-mean()-Y",-0.647152817899388
"1330","18","SITTING","fBodyGyro-mean()-Y",-0.982765614333333
"1331","18","STANDING","fBodyGyro-mean()-Y",-0.801441592754491
"1332","20","STANDING","fBodyGyro-mean()-Y",-0.642043649208939
"1333","20","LAYING","fBodyGyro-mean()-Y",-0.526303994216666
"1334","24","LAYING","fBodyGyro-mean()-Y",-0.753710479580053
"1335","1","WALKING","fBodyGyro-mean()-Y",-0.50530943407003
"1336","3","WALKING","fBodyGyro-mean()-Y",-0.775144985073315
"1337","5","WALKING","fBodyGyro-mean()-Y",-0.71706218781457
"1338","6","WALKING","fBodyGyro-mean()-Y",-0.761625061822033
"1339","6","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.248795741449438
"1340","7","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.630419275006169
"1341","8","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.575938482711388
"1342","11","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.776852868955697
"1343","14","WALKING_UPSTAIRS","fBodyGyro-mean()-Y",-0.966022947974684
"1344","14","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.355248774921516
"1345","15","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.760711411006097
"1346","16","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.815962130027323
"1347","17","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.987405592708333
"1348","17","SITTING","fBodyGyro-mean()-Y",-0.7428462089375
"1349","19","SITTING","fBodyGyro-mean()-Y",-0.641337299817778
"1350","21","SITTING","fBodyGyro-mean()-Y",-0.759325714811275
"1351","22","SITTING","fBodyGyro-mean()-Y",-0.844099768484849
"1352","22","STANDING","fBodyGyro-mean()-Y",-0.706565563170732
"1353","23","STANDING","fBodyGyro-mean()-Y",-0.497783811010484
"1354","25","STANDING","fBodyGyro-mean()-Y",-0.813133792078239
"1355","26","STANDING","fBodyGyro-mean()-Y",-0.799353075357143
"1356","27","STANDING","fBodyGyro-mean()-Y",-0.985987914871795
"1357","27","LAYING","fBodyGyro-mean()-Y",-0.745557413412416
"1358","28","LAYING","fBodyGyro-mean()-Y",-0.747067907931937
"1359","29","LAYING","fBodyGyro-mean()-Y",-0.735972301656977
"1360","30","LAYING","fBodyGyro-mean()-Y",-0.629910665959817
"1361","2","WALKING","fBodyGyro-mean()-Z",-0.601594889654304
"1362","4","WALKING","fBodyGyro-mean()-Z",-0.723913683350516
"1363","4","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.634729117447154
"1364","9","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.612680463163889
"1365","10","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.9572695305
"1366","10","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.467504644086325
"1367","12","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.666367678483871
"1368","12","SITTING","fBodyGyro-mean()-Z",-0.64488048111194
"1369","13","SITTING","fBodyGyro-mean()-Z",-0.620471226529052
"1370","18","SITTING","fBodyGyro-mean()-Z",-0.966466455666667
"1371","18","STANDING","fBodyGyro-mean()-Z",-0.737016020538922
"1372","20","STANDING","fBodyGyro-mean()-Z",-0.587217933571212
"1373","20","LAYING","fBodyGyro-mean()-Z",-0.431155163544231
"1374","24","LAYING","fBodyGyro-mean()-Z",-0.70948857687664
"1375","1","WALKING","fBodyGyro-mean()-Z",-0.553529065425649
"1376","3","WALKING","fBodyGyro-mean()-Z",-0.670734708996481
"1377","5","WALKING","fBodyGyro-mean()-Z",-0.537329127293278
"1378","6","WALKING","fBodyGyro-mean()-Z",-0.668113881479237
"1379","6","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.0819830495561798
"1380","7","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.655083354905844
"1381","8","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.525562919047438
"1382","11","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.708842979272152
"1383","14","WALKING_UPSTAIRS","fBodyGyro-mean()-Z",-0.968502550759494
"1384","14","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.247597875968033
"1385","15","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.711194539920732
"1386","16","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.756286641721311
"1387","17","WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.986429749791667
"1388","17","SITTING","fBodyGyro-mean()-Z",-0.68792205428125
"1389","19","SITTING","fBodyGyro-mean()-Z",-0.602625307818388
"1390","21","SITTING","fBodyGyro-mean()-Z",-0.709471420465686
"1391","22","SITTING","fBodyGyro-mean()-Z",-0.712700262257576
"1392","22","STANDING","fBodyGyro-mean()-Z",-0.531747806138211
"1393","23","STANDING","fBodyGyro-mean()-Z",-0.617685416736559
"1394","25","STANDING","fBodyGyro-mean()-Z",-0.746832213594132
"1395","26","STANDING","fBodyGyro-mean()-Z",-0.689404846813775
"1396","27","STANDING","fBodyGyro-mean()-Z",-0.978988605384616
"1397","27","LAYING","fBodyGyro-mean()-Z",-0.630494529231544
"1398","28","LAYING","fBodyGyro-mean()-Z",-0.673513886890837
"1399","29","LAYING","fBodyGyro-mean()-Z",-0.689221357718023
"1400","30","LAYING","fBodyGyro-mean()-Z",-0.615699347830288
"1401","2","WALKING","fBodyGyro-meanFreq()-X",-0.00576500648245033
"1402","4","WALKING","fBodyGyro-meanFreq()-X",-0.145349222123196
"1403","4","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.0761993841779675
"1404","9","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.205909254584222
"1405","10","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",0.0389539027333333
"1406","10","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.0933071451660683
"1407","12","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.10951505243172
"1408","12","SITTING","fBodyGyro-meanFreq()-X",-0.049418997688806
"1409","13","SITTING","fBodyGyro-meanFreq()-X",-0.112645469406422
"1410","18","SITTING","fBodyGyro-meanFreq()-X",-0.307039569766667
"1411","18","STANDING","fBodyGyro-meanFreq()-X",-0.0962211625121257
"1412","20","STANDING","fBodyGyro-meanFreq()-X",-0.17119748889005
"1413","20","LAYING","fBodyGyro-meanFreq()-X",-0.129845704680769
"1414","24","LAYING","fBodyGyro-meanFreq()-X",-0.0501078590267978
"1415","1","WALKING","fBodyGyro-meanFreq()-X",-0.0320324102759078
"1416","3","WALKING","fBodyGyro-meanFreq()-X",-0.102568067670674
"1417","5","WALKING","fBodyGyro-meanFreq()-X",-0.0381646986649007
"1418","6","WALKING","fBodyGyro-meanFreq()-X",-0.00638799606635591
"1419","6","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",0.1225045045
"1420","7","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.134491772785779
"1421","8","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.117102793715658
"1422","11","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.111874925112848
"1423","14","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-X",-0.182619256862025
"1424","14","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.260353448080328
"1425","15","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.143256673841646
"1426","16","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.137899091231284
"1427","17","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-X",-0.0923221393895833
"1428","17","SITTING","fBodyGyro-meanFreq()-X",-0.0794198509303438
"1429","19","SITTING","fBodyGyro-meanFreq()-X",-0.0321842609068333
"1430","21","SITTING","fBodyGyro-meanFreq()-X",-0.0890106577899511
"1431","22","SITTING","fBodyGyro-meanFreq()-X",-0.189229316364141
"1432","22","STANDING","fBodyGyro-meanFreq()-X",-0.123747121876179
"1433","23","STANDING","fBodyGyro-meanFreq()-X",-0.0251692798377688
"1434","25","STANDING","fBodyGyro-meanFreq()-X",-0.207601176327873
"1435","26","STANDING","fBodyGyro-meanFreq()-X",-0.0167778610493112
"1436","27","STANDING","fBodyGyro-meanFreq()-X",-0.03968716295
"1437","27","LAYING","fBodyGyro-meanFreq()-X",-0.102116029167047
"1438","28","LAYING","fBodyGyro-meanFreq()-X",-0.151644339683717
"1439","29","LAYING","fBodyGyro-meanFreq()-X",0.00201044246625
"1440","30","LAYING","fBodyGyro-meanFreq()-X",-0.231709876750131
"1441","2","WALKING","fBodyGyro-meanFreq()-Y",-0.0702155008665563
"1442","4","WALKING","fBodyGyro-meanFreq()-Y",-0.357592715106186
"1443","4","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.403312438185366
"1444","9","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.240880440259861
"1445","10","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",0.0734377932783333
"1446","10","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.129584765945726
"1447","12","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.107254486672581
"1448","12","SITTING","fBodyGyro-meanFreq()-Y",-0.107386749104702
"1449","13","SITTING","fBodyGyro-meanFreq()-Y",-0.0806130190608563
"1450","18","SITTING","fBodyGyro-meanFreq()-Y",-0.375759986466667
"1451","18","STANDING","fBodyGyro-meanFreq()-Y",-0.23377520243015
"1452","20","STANDING","fBodyGyro-meanFreq()-Y",-0.225985834516768
"1453","20","LAYING","fBodyGyro-meanFreq()-Y",-0.160848125435897
"1454","24","LAYING","fBodyGyro-meanFreq()-Y",-0.0975347609866141
"1455","1","WALKING","fBodyGyro-meanFreq()-Y",-0.0901517235974064
"1456","3","WALKING","fBodyGyro-meanFreq()-Y",-0.167675025582991
"1457","5","WALKING","fBodyGyro-meanFreq()-Y",-0.0720666007195695
"1458","6","WALKING","fBodyGyro-meanFreq()-Y",-0.090829741822034
"1459","6","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",0.0845962063707865
"1460","7","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.103884514547565
"1461","8","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.153879695796192
"1462","11","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.181778028186076
"1463","14","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Y",-0.331243230308861
"1464","14","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.35002956284918
"1465","15","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.222137469043902
"1466","16","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.158018408842896
"1467","17","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Y",-0.0919220529166667
"1468","17","SITTING","fBodyGyro-meanFreq()-Y",-0.109006734705156
"1469","19","SITTING","fBodyGyro-meanFreq()-Y",-0.19629760694
"1470","21","SITTING","fBodyGyro-meanFreq()-Y",-0.18645796643924
"1471","22","SITTING","fBodyGyro-meanFreq()-Y",-0.236699285483182
"1472","22","STANDING","fBodyGyro-meanFreq()-Y",-0.142857751796829
"1473","23","STANDING","fBodyGyro-meanFreq()-Y",-0.0592724696043011
"1474","25","STANDING","fBodyGyro-meanFreq()-Y",-0.349146931885306
"1475","26","STANDING","fBodyGyro-meanFreq()-Y",-0.0997774465610968
"1476","27","STANDING","fBodyGyro-meanFreq()-Y",-0.181307490739744
"1477","27","LAYING","fBodyGyro-meanFreq()-Y",-0.0189862452485906
"1478","28","LAYING","fBodyGyro-meanFreq()-Y",-0.270613215077225
"1479","29","LAYING","fBodyGyro-meanFreq()-Y",-0.253940049719767
"1480","30","LAYING","fBodyGyro-meanFreq()-Y",-0.361122796402089
"1481","2","WALKING","fBodyGyro-meanFreq()-Z",0.0513627291214901
"1482","4","WALKING","fBodyGyro-meanFreq()-Z",-0.023592604357732
"1483","4","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",0.0995517018569106
"1484","9","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",-0.196153280691528
"1485","10","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",0.0366931660383333
"1486","10","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",-0.0723224360760684
"1487","12","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",-0.102634655530645
"1488","12","SITTING","fBodyGyro-meanFreq()-Z",-0.0124011894201492
"1489","13","SITTING","fBodyGyro-meanFreq()-Z",-0.00505036969339144
"1490","18","SITTING","fBodyGyro-meanFreq()-Z",-0.229835580015667
"1491","18","STANDING","fBodyGyro-meanFreq()-Z",-0.0764512199938024
"1492","20","STANDING","fBodyGyro-meanFreq()-Z",-0.211723505111616
"1493","20","LAYING","fBodyGyro-meanFreq()-Z",-0.0451471448155128
"1494","24","LAYING","fBodyGyro-meanFreq()-Z",-0.0556407394121785
"1495","1","WALKING","fBodyGyro-meanFreq()-Z",-0.0180063943472334
"1496","3","WALKING","fBodyGyro-meanFreq()-Z",-0.0321862688221114
"1497","5","WALKING","fBodyGyro-meanFreq()-Z",0.0744028987918874
"1498","6","WALKING","fBodyGyro-meanFreq()-Z",0.0389196627572034
"1499","6","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",0.265781058932584
"1500","7","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",-0.0863412384825
"1501","8","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",-0.0430258806635231
"1502","11","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",-0.0810951668035443
"1503","14","WALKING_UPSTAIRS","fBodyGyro-meanFreq()-Z",-0.0480449907531646
"1504","14","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",-0.266167266894672
"1505","15","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",-0.0579760577340244
"1506","16","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",-0.0538946293731967
"1507","17","WALKING_DOWNSTAIRS","fBodyGyro-meanFreq()-Z",0.0666974241166667
"1508","17","SITTING","fBodyGyro-meanFreq()-Z",-0.0471110402193125
"1509","19","SITTING","fBodyGyro-meanFreq()-Z",-0.0415013769106389
"1510","21","SITTING","fBodyGyro-meanFreq()-Z",-0.0228851873218137
"1511","22","SITTING","fBodyGyro-meanFreq()-Z",-0.0496800786486868
"1512","22","STANDING","fBodyGyro-meanFreq()-Z",-0.0547695470686179
"1513","23","STANDING","fBodyGyro-meanFreq()-Z",-0.0229424899271506
"1514","25","STANDING","fBodyGyro-meanFreq()-Z",-0.135139739853178
"1515","26","STANDING","fBodyGyro-meanFreq()-Z",0.00293652401732145
"1516","27","STANDING","fBodyGyro-meanFreq()-Z",0.0413609363371795
"1517","27","LAYING","fBodyGyro-meanFreq()-Z",-0.0197633805593792
"1518","28","LAYING","fBodyGyro-meanFreq()-Z",-0.0896917400047906
"1519","29","LAYING","fBodyGyro-meanFreq()-Z",0.0203516079320058
"1520","30","LAYING","fBodyGyro-meanFreq()-Z",-0.201705723987467
"1521","2","WALKING","fBodyAccMag-mean()",-0.514569861316887
"1522","4","WALKING","fBodyAccMag-mean()",-0.668273665958763
"1523","4","WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.497723469494309
"1524","9","WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.553186448295139
"1525","10","WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.951348618666667
"1526","10","WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.407807233704273
"1527","12","WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.617897670354839
"1528","12","SITTING","fBodyAccMag-mean()",-0.47792395599403
